Player,team,Rk,G,Date,Age,Tm,Place,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Points_Running_Avg,Rebounds_Running_Avg,Assists_Running_Avg,Steals_Running_Avg,Blocks_Running_Avg,Points_Diff,Rebounds_Diff,Assists_Diff,Steals_Diff,Blocks_Diff
Trae Young,ATL,1,1.0,2023-10-25,25-036,ATL,Away,CHO,L (-6),1,36:01,4.0,19.0,0.211,1.0,9.0,0.111,14.0,15.0,0.933,0.0,1.0,1.0,9.0,1.0,0.0,5.0,3.0,23.0,12.3,-11.0,23.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trae Young,ATL,2,2.0,2023-10-27,25-038,ATL,,NYK,L (-6),1,35:18,4.0,16.0,0.25,2.0,5.0,0.4,8.0,10.0,0.8,1.0,2.0,3.0,12.0,3.0,0.0,6.0,2.0,18.0,13.5,-5.0,20.5,2.0,10.5,2.0,0.0,-2.5,1.0,1.5,1.0,0.0
Trae Young,ATL,3,3.0,2023-10-29,25-040,ATL,Away,MIL,W (+17),1,32:02,5.0,14.0,0.357,3.0,8.0,0.375,7.0,9.0,0.778,0.0,3.0,3.0,11.0,1.0,0.0,3.0,1.0,20.0,17.6,13.0,20.333,2.333,10.667,1.667,0.0,-0.333,0.667,0.333,-0.667,0.0
Trae Young,ATL,4,4.0,2023-10-30,25-041,ATL,,MIN,W (+14),1,35:00,9.0,22.0,0.409,1.0,7.0,0.143,5.0,5.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,24.0,17.7,4.0,21.25,2.0,10.0,1.5,0.0,2.75,-1.0,-2.0,-0.5,0.0
Trae Young,ATL,5,5.0,2023-11-01,25-043,ATL,,WAS,W (+9),1,35:16,7.0,18.0,0.389,1.0,3.0,0.333,8.0,9.0,0.889,0.0,3.0,3.0,10.0,2.0,0.0,3.0,1.0,23.0,19.3,4.0,21.6,2.2,10.0,1.6,0.0,1.4,0.8,0.0,0.4,0.0
Trae Young,ATL,6,6.0,2023-11-04,25-046,ATL,Away,NOP,W (+18),1,38:44,7.0,15.0,0.467,3.0,7.0,0.429,5.0,6.0,0.833,3.0,2.0,5.0,12.0,1.0,0.0,5.0,3.0,22.0,19.8,18.0,21.667,2.667,10.333,1.5,0.0,0.333,2.333,1.667,-0.5,0.0
Trae Young,ATL,7,7.0,2023-11-06,25-048,ATL,Away,OKC,L (-9),1,36:25,5.0,18.0,0.278,1.0,5.0,0.2,11.0,11.0,1.0,1.0,3.0,4.0,11.0,1.0,0.0,7.0,1.0,22.0,14.3,-18.0,21.714,2.857,10.429,1.429,0.0,0.286,1.143,0.571,-0.429,0.0
Trae Young,ATL,8,8.0,2023-11-09,25-051,ATL,Away,ORL,W (+1),1,34:18,12.0,27.0,0.444,5.0,15.0,0.333,12.0,13.0,0.923,2.0,2.0,4.0,8.0,3.0,0.0,3.0,1.0,41.0,33.7,1.0,24.125,3.0,10.125,1.625,0.0,16.875,1.0,-2.125,1.375,0.0
Trae Young,ATL,9,9.0,2023-11-11,25-053,ATL,,MIA,L (-8),1,38:27,7.0,19.0,0.368,3.0,9.0,0.333,10.0,11.0,0.909,0.0,2.0,2.0,11.0,1.0,0.0,5.0,0.0,27.0,20.4,4.0,24.444,2.889,10.222,1.556,0.0,2.556,-0.889,0.778,-0.556,0.0
Trae Young,ATL,11,10.0,2023-11-15,25-057,ATL,,NYK,L (-2),1,34:28,4.0,12.0,0.333,0.0,4.0,0.0,7.0,9.0,0.778,0.0,1.0,1.0,17.0,2.0,0.0,3.0,0.0,15.0,18.6,1.0,23.5,2.7,10.9,1.6,0.0,-8.5,-1.7,6.1,0.4,0.0
Trae Young,ATL,12,11.0,2023-11-17,25-059,ATL,,PHI,L (-10),1,36:58,5.0,14.0,0.357,2.0,6.0,0.333,10.0,10.0,1.0,0.0,2.0,2.0,13.0,1.0,0.0,4.0,3.0,22.0,19.7,12.0,23.364,2.636,11.091,1.545,0.0,-1.364,-0.636,1.909,-0.545,0.0
Trae Young,ATL,13,12.0,2023-11-21,25-063,ATL,,IND,L (-5),1,38:49,13.0,17.0,0.765,5.0,8.0,0.625,7.0,8.0,0.875,0.0,1.0,1.0,8.0,3.0,0.0,3.0,3.0,38.0,35.6,-2.0,24.583,2.5,10.833,1.667,0.0,13.417,-1.5,-2.833,1.333,0.0
Trae Young,ATL,14,13.0,2023-11-22,25-064,ATL,,BRK,W (+2),1,39:58,12.0,31.0,0.387,8.0,16.0,0.5,11.0,13.0,0.846,2.0,2.0,4.0,9.0,2.0,0.0,4.0,0.0,43.0,31.6,-11.0,26.0,2.615,10.692,1.692,0.0,17.0,1.385,-1.692,0.308,0.0
Trae Young,ATL,15,14.0,2023-11-25,25-067,ATL,Away,WAS,W (+28),1,30:22,9.0,17.0,0.529,5.0,8.0,0.625,3.0,3.0,1.0,0.0,6.0,6.0,10.0,2.0,0.0,2.0,1.0,26.0,26.1,40.0,26.0,2.857,10.643,1.714,0.0,0.0,3.143,-0.643,0.286,0.0
Trae Young,ATL,16,15.0,2023-11-26,25-068,ATL,Away,BOS,L (-10),1,37:16,12.0,27.0,0.444,6.0,16.0,0.375,3.0,6.0,0.5,1.0,4.0,5.0,7.0,0.0,0.0,5.0,3.0,33.0,18.3,-11.0,26.467,3.0,10.4,1.6,0.0,6.533,2.0,-3.4,-1.6,0.0
Trae Young,ATL,17,16.0,2023-11-28,25-070,ATL,Away,CLE,L (-23),1,32:16,3.0,14.0,0.214,2.0,8.0,0.25,5.0,6.0,0.833,0.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,13.0,8.1,-27.0,25.625,2.875,10.375,1.562,0.0,-12.625,-1.875,-0.375,-0.562,0.0
Trae Young,ATL,18,17.0,2023-11-30,25-072,ATL,Away,SAS,W (+2),1,39:57,15.0,29.0,0.517,2.0,9.0,0.222,13.0,16.0,0.813,0.0,4.0,4.0,14.0,2.0,0.0,2.0,1.0,45.0,40.1,-1.0,26.765,2.941,10.588,1.588,0.0,18.235,1.059,3.412,0.412,0.0
Trae Young,ATL,19,18.0,2023-12-02,25-074,ATL,Away,MIL,L (-11),1,36:44,13.0,28.0,0.464,5.0,13.0,0.385,1.0,2.0,0.5,2.0,0.0,2.0,12.0,2.0,0.0,4.0,0.0,32.0,25.0,-8.0,27.056,2.889,10.667,1.611,0.0,4.944,-0.889,1.333,0.389,0.0
Trae Young,ATL,20,19.0,2023-12-06,25-078,ATL,,BRK,L (-1),1,37:14,11.0,24.0,0.458,3.0,9.0,0.333,5.0,5.0,1.0,1.0,0.0,1.0,9.0,0.0,2.0,5.0,2.0,30.0,20.2,3.0,27.211,2.789,10.579,1.526,0.105,2.789,-1.789,-1.579,-1.526,1.895
Trae Young,ATL,22,20.0,2023-12-11,25-083,ATL,,DEN,L (-7),1,26:20,5.0,12.0,0.417,2.0,5.0,0.4,7.0,7.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,5.0,2.0,19.0,14.4,-10.0,26.8,2.7,10.5,1.5,0.1,-7.8,-1.7,-1.5,-0.5,-0.1
Trae Young,ATL,23,21.0,2023-12-13,25-085,ATL,Away,TOR,L (-7),1,39:14,13.0,27.0,0.481,4.0,9.0,0.444,5.0,6.0,0.833,0.0,4.0,4.0,17.0,0.0,1.0,5.0,3.0,35.0,28.5,0.0,27.19,2.762,10.81,1.429,0.143,7.81,1.238,6.19,-1.429,0.857
Trae Young,ATL,24,22.0,2023-12-15,25-087,ATL,Away,TOR,W (+21),1,35:58,15.0,29.0,0.517,7.0,15.0,0.467,1.0,2.0,0.5,1.0,4.0,5.0,11.0,1.0,0.0,8.0,2.0,38.0,25.1,14.0,27.682,2.864,10.818,1.409,0.136,10.318,2.136,0.182,-0.409,-0.136
Trae Young,ATL,25,23.0,2023-12-16,25-088,ATL,Away,CLE,L (-8),1,38:19,11.0,21.0,0.524,7.0,12.0,0.583,6.0,6.0,1.0,0.0,4.0,4.0,10.0,0.0,1.0,5.0,3.0,35.0,27.4,-9.0,28.0,2.913,10.783,1.348,0.174,7.0,1.087,-0.783,-1.348,0.826
Trae Young,ATL,26,24.0,2023-12-18,25-090,ATL,,DET,W (+6),1,37:57,8.0,17.0,0.471,4.0,11.0,0.364,11.0,12.0,0.917,0.0,4.0,4.0,15.0,0.0,0.0,5.0,3.0,31.0,27.4,16.0,28.125,2.958,10.958,1.292,0.167,2.875,1.042,4.042,-1.292,-0.167
Trae Young,ATL,27,25.0,2023-12-20,25-092,ATL,Away,HOU,W (+7),1,36:28,10.0,18.0,0.556,5.0,8.0,0.625,5.0,7.0,0.714,0.0,4.0,4.0,14.0,1.0,0.0,4.0,4.0,30.0,27.0,11.0,28.2,3.0,11.08,1.28,0.16,1.8,1.0,2.92,-0.28,-0.16
Trae Young,ATL,28,26.0,2023-12-22,25-094,ATL,Away,MIA,L (-9),1,39:40,10.0,22.0,0.455,7.0,13.0,0.538,3.0,3.0,1.0,0.0,3.0,3.0,13.0,2.0,0.0,6.0,1.0,30.0,24.2,-11.0,28.269,3.0,11.154,1.308,0.154,1.731,0.0,1.846,0.692,-0.154
Trae Young,ATL,29,27.0,2023-12-23,25-095,ATL,,MEM,L (-6),1,40:56,11.0,24.0,0.458,3.0,10.0,0.3,5.0,7.0,0.714,0.0,5.0,5.0,13.0,1.0,1.0,2.0,3.0,30.0,25.9,2.0,28.333,3.074,11.222,1.296,0.185,1.667,1.926,1.778,-0.296,0.815
Trae Young,ATL,30,28.0,2023-12-26,25-098,ATL,Away,CHI,L (-5),1,39:31,6.0,17.0,0.353,3.0,12.0,0.25,6.0,7.0,0.857,0.0,2.0,2.0,13.0,1.0,0.0,6.0,3.0,21.0,14.6,-3.0,28.071,3.036,11.286,1.286,0.179,-7.071,-1.036,1.714,-0.286,-0.179
Trae Young,ATL,31,29.0,2023-12-29,25-101,ATL,,SAC,L (-7),1,38:29,7.0,18.0,0.389,3.0,10.0,0.3,7.0,7.0,1.0,1.0,2.0,3.0,9.0,4.0,0.0,4.0,4.0,24.0,20.2,-11.0,27.931,3.034,11.207,1.379,0.172,-3.931,-0.034,-2.207,2.621,-0.172
Trae Young,ATL,32,30.0,2023-12-31,25-103,ATL,Away,WAS,W (+4),1,39:46,11.0,19.0,0.579,4.0,8.0,0.5,14.0,19.0,0.737,0.0,3.0,3.0,13.0,3.0,0.0,5.0,2.0,40.0,36.3,-13.0,28.333,3.033,11.267,1.433,0.167,11.667,-0.033,1.733,1.567,-0.167
Trae Young,ATL,33,31.0,2024-01-03,25-106,ATL,,OKC,W (+3),1,33:57,6.0,13.0,0.462,2.0,9.0,0.222,10.0,11.0,0.909,0.0,4.0,4.0,11.0,2.0,0.0,6.0,2.0,24.0,21.0,-9.0,28.194,3.065,11.258,1.452,0.161,-4.194,0.935,-0.258,0.548,-0.161
Trae Young,ATL,34,32.0,2024-01-05,25-108,ATL,Away,IND,L (-34),1,28:00,4.0,18.0,0.222,1.0,11.0,0.091,4.0,5.0,0.8,0.0,2.0,2.0,6.0,2.0,0.0,3.0,2.0,13.0,4.6,-28.0,27.719,3.031,11.094,1.469,0.156,-14.719,-1.031,-5.094,0.531,-0.156
Trae Young,ATL,35,33.0,2024-01-07,25-110,ATL,Away,ORL,L (-7),1,42:03,11.0,23.0,0.478,2.0,9.0,0.222,7.0,10.0,0.7,0.0,4.0,4.0,9.0,1.0,1.0,5.0,2.0,31.0,21.5,-10.0,27.818,3.061,11.03,1.455,0.182,3.182,0.939,-2.03,-0.455,0.818
Trae Young,ATL,36,34.0,2024-01-10,25-113,ATL,,PHI,W (+7),1,43:25,7.0,22.0,0.318,2.0,8.0,0.25,12.0,14.0,0.857,0.0,1.0,1.0,11.0,1.0,1.0,5.0,2.0,28.0,18.5,7.0,27.824,3.0,11.029,1.441,0.206,0.176,-2.0,-0.029,-0.441,0.794
Trae Young,ATL,37,35.0,2024-01-12,25-115,ATL,,IND,L (-18),1,30:03,4.0,17.0,0.235,2.0,6.0,0.333,3.0,3.0,1.0,3.0,0.0,3.0,6.0,2.0,0.0,5.0,1.0,13.0,5.6,-19.0,27.4,3.0,10.886,1.457,0.2,-14.4,0.0,-4.886,0.543,-0.2
Trae Young,ATL,38,36.0,2024-01-13,25-116,ATL,,WAS,L (-28),1,36:09,6.0,19.0,0.316,2.0,10.0,0.2,7.0,9.0,0.778,1.0,1.0,2.0,10.0,1.0,1.0,1.0,5.0,21.0,16.0,-23.0,27.222,2.972,10.861,1.444,0.222,-6.222,-0.972,-0.861,-0.444,0.778
Trae Young,ATL,39,37.0,2024-01-15,25-118,ATL,,SAS,W (+10),1,37:36,11.0,24.0,0.458,6.0,11.0,0.545,8.0,9.0,0.889,0.0,6.0,6.0,13.0,1.0,1.0,3.0,0.0,36.0,32.8,16.0,27.459,3.054,10.919,1.432,0.243,8.541,2.946,2.081,-0.432,0.757
Trae Young,ATL,40,38.0,2024-01-17,25-120,ATL,,ORL,W (+2),1,38:42,5.0,14.0,0.357,1.0,6.0,0.167,7.0,7.0,1.0,1.0,2.0,3.0,12.0,1.0,0.0,8.0,3.0,18.0,11.7,2.0,27.211,3.053,10.947,1.421,0.237,-9.211,-0.053,1.053,-0.421,-0.237
Trae Young,ATL,42,39.0,2024-01-20,25-123,ATL,,CLE,L (-21),1,28:18,6.0,12.0,0.5,3.0,4.0,0.75,0.0,0.0,,0.0,1.0,1.0,5.0,0.0,0.0,4.0,2.0,15.0,8.0,-20.0,26.897,3.0,10.795,1.385,0.231,-11.897,-2.0,-5.795,-1.385,-0.231
Trae Young,ATL,45,40.0,2024-01-26,25-129,ATL,,DAL,L (-5),1,33:11,9.0,18.0,0.5,2.0,7.0,0.286,10.0,11.0,0.909,0.0,1.0,1.0,11.0,3.0,0.0,2.0,3.0,30.0,28.4,9.0,26.975,2.95,10.8,1.425,0.225,3.025,-1.95,0.2,1.575,-0.225
Trae Young,ATL,46,41.0,2024-01-28,25-131,ATL,,TOR,W (+1),1,41:44,9.0,24.0,0.375,1.0,4.0,0.25,11.0,12.0,0.917,0.0,2.0,2.0,12.0,2.0,0.0,5.0,3.0,30.0,21.2,8.0,27.049,2.927,10.829,1.439,0.22,2.951,-0.927,1.171,0.561,-0.22
Trae Young,ATL,47,42.0,2024-01-30,25-133,ATL,,LAL,W (+16),1,34:16,9.0,20.0,0.45,6.0,9.0,0.667,2.0,2.0,1.0,1.0,1.0,2.0,13.0,1.0,0.0,5.0,0.0,26.0,21.7,5.0,27.024,2.905,10.881,1.429,0.214,-1.024,-0.905,2.119,-0.429,-0.214
Trae Young,ATL,48,43.0,2024-02-02,25-136,ATL,,PHO,W (+9),1,42:11,12.0,17.0,0.706,7.0,11.0,0.636,1.0,2.0,0.5,0.0,1.0,1.0,15.0,3.0,1.0,7.0,2.0,32.0,31.2,-1.0,27.14,2.86,10.977,1.465,0.233,4.86,-1.86,4.023,1.535,0.767
Trae Young,ATL,49,44.0,2024-02-03,25-137,ATL,,GSW,W (+7),1,42:16,12.0,21.0,0.571,7.0,11.0,0.636,4.0,5.0,0.8,0.0,0.0,0.0,6.0,1.0,0.0,3.0,3.0,35.0,25.7,5.0,27.318,2.795,10.864,1.455,0.227,7.682,-2.795,-4.864,-0.455,-0.227
Trae Young,ATL,50,45.0,2024-02-05,25-139,ATL,,LAC,L (-5),1,35:43,8.0,14.0,0.571,3.0,7.0,0.429,6.0,6.0,1.0,0.0,2.0,2.0,12.0,2.0,0.0,5.0,5.0,25.0,22.4,-6.0,27.267,2.778,10.889,1.467,0.222,-2.267,-0.778,1.111,0.533,-0.222
Trae Young,ATL,51,46.0,2024-02-07,25-141,ATL,Away,BOS,L (-8),1,37:52,8.0,25.0,0.32,2.0,10.0,0.2,2.0,2.0,1.0,0.0,2.0,2.0,10.0,1.0,0.0,4.0,0.0,20.0,10.3,-10.0,27.109,2.761,10.87,1.457,0.217,-7.109,-0.761,-0.87,-0.457,-0.217
Trae Young,ATL,52,47.0,2024-02-09,25-143,ATL,Away,PHI,W (+6),1,39:47,10.0,21.0,0.476,5.0,12.0,0.417,12.0,16.0,0.75,0.0,1.0,1.0,12.0,1.0,0.0,7.0,1.0,37.0,27.0,5.0,27.319,2.723,10.894,1.447,0.213,9.681,-1.723,1.106,-0.447,-0.213
Trae Young,ATL,53,48.0,2024-02-10,25-144,ATL,,HOU,W (+9),1,32:54,6.0,16.0,0.375,2.0,9.0,0.222,4.0,6.0,0.667,0.0,4.0,4.0,8.0,2.0,1.0,4.0,3.0,18.0,12.7,-1.0,27.125,2.75,10.833,1.458,0.229,-9.125,1.25,-2.833,0.542,0.771
Dejounte Murray,ATL,1,1.0,2023-10-25,27-036,ATL,Away,CHO,L (-6),1,32:44,3.0,14.0,0.214,0.0,3.0,0.0,5.0,6.0,0.833,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,11.0,5.8,-15.0,11.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejounte Murray,ATL,2,2.0,2023-10-27,27-038,ATL,,NYK,L (-6),1,34:45,8.0,17.0,0.471,0.0,3.0,0.0,2.0,3.0,0.667,2.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,18.0,16.3,-6.0,14.5,4.5,6.0,0.5,0.5,3.5,2.5,0.0,0.5,0.5
Dejounte Murray,ATL,3,3.0,2023-10-29,27-040,ATL,Away,MIL,W (+17),1,29:44,6.0,12.0,0.5,1.0,5.0,0.2,2.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,3.0,0.0,15.0,12.5,26.0,14.667,3.333,5.667,1.0,0.667,0.333,-2.333,-0.667,1.0,0.333
Dejounte Murray,ATL,4,4.0,2023-10-30,27-041,ATL,,MIN,W (+14),1,39:22,17.0,24.0,0.708,3.0,5.0,0.6,4.0,4.0,1.0,0.0,7.0,7.0,5.0,2.0,0.0,3.0,1.0,41.0,35.2,25.0,21.25,4.25,5.5,1.25,0.5,19.75,2.75,-0.5,0.75,-0.5
Dejounte Murray,ATL,5,5.0,2023-11-01,27-043,ATL,,WAS,W (+9),1,33:59,10.0,15.0,0.667,3.0,5.0,0.6,1.0,2.0,0.5,0.0,4.0,4.0,8.0,1.0,1.0,4.0,2.0,24.0,20.8,15.0,21.8,4.2,6.0,1.2,0.6,2.2,-0.2,2.0,-0.2,0.4
Dejounte Murray,ATL,6,6.0,2023-11-04,27-046,ATL,Away,NOP,W (+18),1,37:12,8.0,20.0,0.4,2.0,9.0,0.222,2.0,2.0,1.0,2.0,6.0,8.0,7.0,0.0,0.0,3.0,1.0,20.0,13.9,13.0,21.5,4.833,6.167,1.0,0.5,-1.5,3.167,0.833,-1.0,-0.5
Dejounte Murray,ATL,7,7.0,2023-11-06,27-048,ATL,Away,OKC,L (-9),1,32:58,7.0,16.0,0.438,6.0,9.0,0.667,9.0,10.0,0.9,2.0,2.0,4.0,6.0,1.0,0.0,3.0,4.0,29.0,22.8,-3.0,22.571,4.714,6.143,1.0,0.429,6.429,-0.714,-0.143,0.0,-0.429
Dejounte Murray,ATL,8,8.0,2023-11-09,27-051,ATL,Away,ORL,W (+1),1,33:04,6.0,15.0,0.4,3.0,7.0,0.429,1.0,2.0,0.5,0.0,3.0,3.0,2.0,2.0,0.0,4.0,2.0,16.0,7.0,5.0,21.75,4.5,5.625,1.125,0.375,-5.75,-1.5,-3.625,0.875,-0.375
Dejounte Murray,ATL,9,9.0,2023-11-11,27-053,ATL,,MIA,L (-8),1,35:35,9.0,16.0,0.563,5.0,9.0,0.556,0.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,23.0,20.3,-9.0,21.889,4.556,5.556,1.333,0.444,1.111,0.444,-0.556,1.667,0.556
Dejounte Murray,ATL,10,10.0,2023-11-14,27-056,ATL,Away,DET,W (+6),1,37:29,11.0,21.0,0.524,1.0,4.0,0.25,9.0,9.0,1.0,0.0,5.0,5.0,10.0,3.0,0.0,2.0,2.0,32.0,30.4,9.0,22.9,4.6,6.0,1.5,0.4,9.1,0.4,4.0,1.5,-0.4
Dejounte Murray,ATL,11,11.0,2023-11-15,27-057,ATL,,NYK,L (-2),1,32:27,6.0,12.0,0.5,0.0,3.0,0.0,1.0,3.0,0.333,0.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,13.0,8.7,-16.0,22.0,4.636,5.636,1.455,0.364,-9.0,0.364,-3.636,-0.455,-0.364
Dejounte Murray,ATL,12,12.0,2023-11-17,27-059,ATL,,PHI,L (-10),1,35:08,5.0,16.0,0.313,3.0,7.0,0.429,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,13.0,3.4,-18.0,21.25,4.333,5.417,1.417,0.333,-8.25,-3.333,-2.417,-0.417,-0.333
Dejounte Murray,ATL,13,13.0,2023-11-21,27-063,ATL,,IND,L (-5),1,34:15,11.0,19.0,0.579,4.0,6.0,0.667,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,0.0,5.0,3.0,28.0,19.7,-7.0,21.769,4.231,5.385,1.462,0.308,6.231,-1.231,-0.385,0.538,-0.308
Dejounte Murray,ATL,14,14.0,2023-11-22,27-064,ATL,,BRK,W (+2),1,39:20,6.0,21.0,0.286,3.0,8.0,0.375,5.0,5.0,1.0,3.0,3.0,6.0,8.0,2.0,0.0,1.0,4.0,20.0,15.7,0.0,21.643,4.357,5.571,1.5,0.286,-1.643,1.643,2.429,0.5,-0.286
Dejounte Murray,ATL,15,15.0,2023-11-25,27-067,ATL,Away,WAS,W (+28),1,26:43,4.0,14.0,0.286,1.0,6.0,0.167,2.0,2.0,1.0,0.0,5.0,5.0,10.0,4.0,0.0,0.0,0.0,11.0,15.3,19.0,20.933,4.4,5.867,1.667,0.267,-9.933,0.6,4.133,2.333,-0.267
Dejounte Murray,ATL,16,16.0,2023-11-26,27-068,ATL,Away,BOS,L (-10),1,34:12,2.0,13.0,0.154,0.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,3.0,1.0,6.0,-1.6,-7.0,20.0,4.375,5.688,1.562,0.25,-14.0,-0.375,-2.688,-1.562,-0.25
Dejounte Murray,ATL,17,17.0,2023-11-28,27-070,ATL,Away,CLE,L (-23),1,31:03,5.0,14.0,0.357,3.0,7.0,0.429,0.0,0.0,,1.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,13.0,6.9,-21.0,19.588,4.294,5.412,1.588,0.294,-6.588,-1.294,-4.412,0.412,0.706
Dejounte Murray,ATL,18,18.0,2023-11-30,27-072,ATL,Away,SAS,W (+2),1,34:46,10.0,21.0,0.476,2.0,4.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,24.0,20.2,-1.0,19.833,4.222,5.222,1.778,0.278,4.167,-1.222,-3.222,3.222,-0.278
Dejounte Murray,ATL,19,19.0,2023-12-02,27-074,ATL,Away,MIL,L (-11),1,34:00,12.0,19.0,0.632,4.0,6.0,0.667,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,30.0,24.2,-7.0,20.368,4.105,5.105,1.789,0.263,9.632,-2.105,-2.105,0.211,-0.263
Dejounte Murray,ATL,20,20.0,2023-12-06,27-078,ATL,,BRK,L (-1),1,31:59,6.0,16.0,0.375,1.0,5.0,0.2,0.0,0.0,,0.0,10.0,10.0,9.0,1.0,0.0,0.0,3.0,13.0,13.3,2.0,20.0,4.4,5.3,1.75,0.25,-7.0,5.6,3.7,-0.75,-0.25
Dejounte Murray,ATL,21,21.0,2023-12-08,27-080,ATL,Away,PHI,L (-11),1,35:58,7.0,17.0,0.412,2.0,5.0,0.4,4.0,4.0,1.0,1.0,3.0,4.0,9.0,1.0,0.0,4.0,1.0,20.0,15.4,-7.0,20.0,4.381,5.476,1.714,0.238,0.0,-0.381,3.524,-0.714,-0.238
Dejounte Murray,ATL,22,22.0,2023-12-11,27-083,ATL,,DEN,L (-7),1,38:13,8.0,22.0,0.364,3.0,8.0,0.375,2.0,2.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,2.0,2.0,21.0,12.5,-6.0,20.045,4.455,5.364,1.682,0.227,0.955,1.545,-2.364,-0.682,-0.227
Dejounte Murray,ATL,23,23.0,2023-12-13,27-085,ATL,Away,TOR,L (-7),1,34:02,8.0,17.0,0.471,4.0,9.0,0.444,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,2.0,0.0,2.0,20.0,15.9,-17.0,20.043,4.391,5.348,1.609,0.304,-0.043,-1.391,-0.348,-1.609,1.696
Dejounte Murray,ATL,24,24.0,2023-12-15,27-087,ATL,Away,TOR,W (+21),1,33:19,8.0,18.0,0.444,1.0,6.0,0.167,0.0,0.0,,1.0,6.0,7.0,9.0,1.0,0.0,1.0,3.0,17.0,15.2,18.0,19.917,4.5,5.5,1.583,0.292,-2.917,2.5,3.5,-0.583,-0.292
Dejounte Murray,ATL,25,25.0,2023-12-16,27-088,ATL,Away,CLE,L (-8),1,36:43,8.0,19.0,0.421,0.0,5.0,0.0,5.0,6.0,0.833,0.0,3.0,3.0,6.0,1.0,1.0,0.0,2.0,21.0,16.5,-3.0,19.96,4.44,5.52,1.56,0.32,1.04,-1.44,0.48,-0.56,0.68
Dejounte Murray,ATL,26,26.0,2023-12-18,27-090,ATL,,DET,W (+6),1,32:57,8.0,13.0,0.615,3.0,5.0,0.6,1.0,2.0,0.5,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,20.0,16.6,2.0,19.962,4.385,5.423,1.538,0.346,0.038,-1.385,-2.423,-0.538,0.654
Dejounte Murray,ATL,27,27.0,2023-12-20,27-092,ATL,Away,HOU,W (+7),1,35:18,7.0,15.0,0.467,3.0,8.0,0.375,4.0,5.0,0.8,2.0,1.0,3.0,5.0,0.0,1.0,3.0,2.0,21.0,15.0,-8.0,20.0,4.333,5.407,1.481,0.37,1.0,-1.333,-0.407,-1.481,0.63
Dejounte Murray,ATL,28,28.0,2023-12-22,27-094,ATL,Away,MIA,L (-9),1,34:27,10.0,20.0,0.5,3.0,9.0,0.333,1.0,3.0,0.333,1.0,7.0,8.0,6.0,3.0,0.0,2.0,0.0,24.0,21.2,-3.0,20.143,4.464,5.429,1.536,0.357,3.857,3.536,0.571,1.464,-0.357
Dejounte Murray,ATL,29,29.0,2023-12-23,27-095,ATL,,MEM,L (-6),1,35:25,10.0,15.0,0.667,4.0,6.0,0.667,2.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,3.0,4.0,26.0,21.3,-4.0,20.345,4.448,5.379,1.552,0.345,5.655,-0.448,-1.379,0.448,-0.345
Dejounte Murray,ATL,30,30.0,2023-12-26,27-098,ATL,Away,CHI,L (-5),1,34:22,6.0,15.0,0.4,2.0,9.0,0.222,3.0,4.0,0.75,0.0,6.0,6.0,4.0,2.0,1.0,3.0,4.0,17.0,11.2,0.0,20.233,4.5,5.333,1.567,0.367,-3.233,1.5,-1.333,0.433,0.633
Dejounte Murray,ATL,31,31.0,2023-12-29,27-101,ATL,,SAC,L (-7),1,36:50,7.0,20.0,0.35,4.0,8.0,0.5,0.0,0.0,,1.0,5.0,6.0,3.0,1.0,0.0,3.0,3.0,18.0,7.9,5.0,20.161,4.548,5.258,1.548,0.355,-2.161,1.452,-2.258,-0.548,-0.355
Dejounte Murray,ATL,32,32.0,2023-12-31,27-103,ATL,Away,WAS,W (+4),1,34:10,13.0,21.0,0.619,3.0,6.0,0.5,3.0,5.0,0.6,1.0,5.0,6.0,3.0,0.0,0.0,1.0,1.0,32.0,24.6,0.0,20.531,4.594,5.188,1.5,0.344,11.469,1.406,-2.188,-1.5,-0.344
